mean_length,length_variance,outbound_inbound_ratio,periodicity,suspicious_ja3,has_sni,label
873.8410968496765,36259.41977645789,0.7928742848452395,0.2954023514042075,0,1,0
933.2936679034979,10380.28989884254,1.1880214209196107,0.10269739852390321,0,1,0
1043.2765357068743,24167.196881012274,1.9898999138733255,0.037000175175585515,0,1,0
1024.2782901921269,35316.57800939704,1.5582477781223403,0.12301191819618254,0,1,0
793.6435915059205,40842.88338756688,0.5418285300796245,0.09041327871546084,0,1,0
840.8407626359459,28560.36107884351,0.6362986937845724,0.1192302602099291,0,1,0
622.2761305652524,39718.04278993195,1.3386116445686753,0.33296687336410113,0,1,0
1180.3784226512175,26337.39333223939,0.22671837467035283,0.019236924164814175,0,1,0
636.5320314172953,46964.50652086029,1.0941048044446622,0.10871460643205166,0,1,0
719.3334356088156,31936.779833210185,1.3406043504619003,0.061567803913162016,0,1,0
1181.6253412361407,29514.750214225496,0.3578078038053306,0.3574541013384535,0,1,0
459.710744863543,45848.09449298807,1.9934747469490666,0.28017271966260154,0,1,0
1016.3577768591919,20178.62764103689,1.8889960201944742,0.21188558644334707,0,1,0
985.9107572780439,46584.847216007576,1.9528419543534659,0.3332817426386698,0,1,0
642.414005585624,48494.63824484371,1.2934271093627865,0.372256990540784,0,1,0
940.8840206514815,18825.753283147424,0.8030465958713503,0.2201887108411762,0,1,0
1032.0118732479054,19309.214810315072,1.201489215654965,0.13824999743056063,0,1,0
1052.6155237080857,26002.76421955777,0.24577337102048194,0.06642100859261456,0,1,0
448.88373409570585,27468.632570644637,0.3020408649616316,0.04565598772385285,0,1,0
1152.8386080307016,44269.478247922496,0.9589645339415953,0.39432212834008235,0,1,0
400.1492225365305,32629.07553230272,1.2712135370065532,0.1829772223479553,0,1,0
717.5583783474342,25492.241096627342,0.8884248285513928,0.2921969909929198,0,1,0
508.28434797862724,13893.764926600858,0.44298463394560483,0.10498823404850582,0,1,0
820.2067350252667,10004.393630219842,1.749521661120358,0.11894461252338893,0,1,0
530.0303899749663,35402.95893192095,0.17236397113870663,0.2479874259496657,0,1,0
958.5587445411999,14671.243912402362,0.17973173954290517,0.14545814356777984,0,1,0
478.87538419354917,10241.503235300168,0.5830963397452427,0.11818716985070372,0,1,0
823.9762728171365,35527.63484763559,1.2262647876533512,0.05934413491580673,0,1,0
537.6688259621012,44544.61624068115,1.160869398621816,0.34797513315907563,0,1,0
697.2372090558995,32648.00033440957,1.0949604905037604,0.12764939592818503,0,1,0
775.9322976268763,27612.089457211943,0.4814648520376893,0.12600414895069265,0,1,0
1033.1278004055805,46210.47077543572,0.783608777736069,0.12278891288360727,0,1,0
556.157731657506,35532.10258927615,0.7138894331660408,0.39509981563967544,0,1,0
660.5478416511626,22736.122105218266,1.246334972802866,0.320673717276522,0,1,0
775.614932276507,24019.521520503124,1.9917118838301358,0.004197456455977778,0,1,0
1116.0522310809965,11711.337167288184,1.5932580247969355,0.24717262393851921,0,1,0
673.4778283984737,44324.372998445826,0.12452373316388476,0.09067626082996948,0,1,0
853.5142369996288,20819.401702236413,1.2597172411048225,0.00964407736346673,0,1,0
493.16714438537,10719.330809829766,0.4596389272404179,0.1837325763202171,0,1,0
1001.7029596348569,45749.24770680055,1.6872078075400676,0.07875514871027343,0,1,0
