packets_per_sec,bytes_per_sec,syn_count,ack_count,syn_ack_ratio,mean_packet_size,label
11.861663446573512,47560.35816729085,3,12,0.30334265725654797,471.62050448668015,0
5.523841089749877,3375.1388023258733,1,40,0.08000474078175097,1015.9773202437382,0
2.6359357917859074,36238.939227207826,2,42,0.010381595262097022,1391.4327152203393,0
18.906963779203778,30776.831444169904,1,48,0.02130058827029372,877.2521262842281,0
12.595968179742409,2809.9503290739635,3,48,0.2619748748226697,951.6560257482467,0
2.347061968879934,30573.4701691212,1,13,0.041875280562786964,1343.7740909786667,0
29.00332895916222,40515.668731764825,1,30,0.057859335863128095,1052.6563291633724,0
13.764422318448437,6540.892624816552,1,12,0.02685037534645701,1300.2524422866604,0
8.504619466400491,33294.85307552211,2,10,0.11189141480541252,924.4703606019906,0
1.908085481211199,42193.09634245242,2,14,0.4484654017095479,957.6899766921937,0
27.734352815670388,4880.378851570015,3,44,0.4238215858522942,1122.052121151119,0
16.65107183928331,29544.18270036049,1,49,0.07905287023763369,1182.4166788294438,0
3.1619686667133537,49350.90336172561,1,48,0.1538092056118387,315.4878049865929,0
6.76642971857535,35711.426661058176,3,37,0.3069203876426956,1318.9309663646839,0
19.88123373955639,45790.50393941715,1,12,0.23023083032771965,404.9511281394524,0
11.753729313749725,33607.64200684856,1,39,0.2997359159767863,602.1939722890706,0
17.276059349583335,19454.880300312598,3,18,0.4259677738903811,1093.9024732813605,0
7.843562672719717,13175.381976685536,3,13,0.35822481594603583,421.97990289301447,0
13.740758554107334,10485.100515602111,3,36,0.35080288234880247,453.2645998464633,0
18.5281039990567,27222.13401943282,1,40,0.4719982495734107,958.7520131373896,0
21.14876305815143,44083.158031255254,2,49,0.15486050606047985,416.04368581329766,0
14.239502544004397,11312.801642233262,2,15,0.16892906029258425,434.29675017074067,0
11.332637304232271,45388.00785651482,1,31,0.2192828164268656,1199.8162425147425,0
25.96118691443396,844.1304612939398,3,13,0.24756668596590178,1061.6796361792974,0
8.812957680157123,12584.213351264822,3,36,0.2642074046542494,1073.3208547846957,0
11.545258468999526,48603.213094687555,2,43,0.25365176788726884,630.9661407984466,0
9.26037433694656,2325.9038940493733,1,6,0.2563127213821421,356.6266263749883,0
9.080747462861732,45459.16135534936,3,6,0.2701579458253968,792.5614810304007,0
17.03389958306851,29838.48783202998,3,15,0.1911306834700882,566.3759321051684,0
24.29105293501698,23779.8814050789,2,10,0.205423976797831,1198.0750605413223,0
24.152008624551982,7960.518426288759,3,10,0.35094827532753214,1244.1946852950919,0
10.452808250854657,11401.93185449464,2,7,0.40665551260846056,683.5325860209023,0
3.789119981651202,47055.9015922354,3,22,0.4204779518945907,1043.2591287432087,0
22.32126745798239,10849.045226516828,3,34,0.35093435567909026,551.4050239770296,0
6.073692885782149,49117.33299480706,1,6,0.4981643128813829,1361.961286417673,0
